week_start,week_end,segment,query_or_page,clicks_current,clicks_prev,impressions_current,impressions_prev,ctr_current,ctr_prev,position_current,position_prev,delta_clicks_pct,delta_ctr_pp,delta_position,action,owner,status,next_review_date,notes
,,,,,,,,,,,,,,,,,,
